Key Skills,Job Title,Job ID
 BPO| Customer Support| international bpo| Voice Process| International Voice| International Voice Process,Associate/Senior Associate -(NonTechnical),294
J2Ee| Core Java| jQuery| ERP| Tomcat| Eclipse| Open source| Selenium| Computer science| OFBIZ,Team Lead/Technical Lead,295
 lead generation| branding| business development| Sales Management| market research| competitive intelligence| market analysis| Marketing,Sales/Business Development Manager,296
 Wireless| Automation| Simulation| Networking| Aerospace| FPGA| Coding| System verilog| Automotive| Physical design,Design Engineer,297
 hr| recruitment| recruiter| hiring| head hunting| leadership| mass hiring| volume hiring| bulk hiring| team leader| senior| tl| non it| it recruitment| technical hiring| it recruiter| bfsi| engineering| manufacturing| insurance| bpo| IT,Recruitment Executive,298
 Associate,Accounts Executive/Accountant,299
 javascript| html| sql server| ajax| jquery| soa| oop| english| proactive| asp net c,Software Developer,300
 QMS| Impex| Environmental Management System| Warehouse Management System| Export Import Logistics,Logistics Executive,301
Java| core java| J2EE| Hibernate| Spring| LDAP| ADFS| Json| SOAP| jQuery| REST| Javascript| Java Web Services| Java Api| Advanced Java| MVC| Web Services| Open Source| SOA| Cloud| spring integration,Software Developer,302
 spring boot| spring security| spring mvc,Software Developer,303
 Dynamics CRM| .Net| Azure| Visual Studio| Microsoft Dynamics| Solution Management| Root Cause| microservices| .NET development,Technical Architect,304
 Marketing Strategy| Strategic Thinking| Interpersonal Communication| Sales| Promotions| Accounting| Account Management| Team Leading| Business Development Management| Advertising,Sales/Business Development Manager,305
O2C|OTC|Order Management|Credit Management|Communication Skills,Accounts Executive/Accountant,306
 visualization| m e p| modeling| drafting| design development| drawings| cad| preparation| quality,Architect,307
 pnr| primetime| sta| floorplan| timing closure| synthesis| vlsi| Physical design| floor planning,Senior Design Engineer,308
 Assistant Manager Purchase,Purchase Executive,309
 SQL| Python| Analytics| Machine learning| Solution architecture| Analytical| SCALA| Cosmos| Programming| Data warehousing,Software Developer,310
 IIS| Exchange Server| Windows Server| WSS| Sharepoint| Active Directory,Technical Support Engineer,312
 pharma chemicals| business development| api| intermediates| sales,Sales/Business Development Manager,313
 Hibernate| Design Patterns| Cloud| Spring Boot| Team Leader| core java| Web Services| Microservices,Team Lead/Technical Lead,314
Exadata| performance tuning| 11g| patching| sql| dataguard| rac| cassandra| oracle database| Weblogic| ebs| asm| apps dba| cloning,DBA,315
 hospital| pharma| pharmacy,Pharmacist/Chemist/Bio Chemist,316
 Sales| insurance sales| agency sales| Direct sales| life advisor| channel sales| life insurance advisor| life insurance| agency,Sales/Business Development Manager,317
 Real Estate Construction| Project Management| Interpersonal Communication| Communication Skills| Project Manager| Project Coordinator| site coordinator,Project Manager-Production/Manufacturing/Maintenance,319
 international bpo| Chat Process| voice based process| tele caller| process developer| Sales| b.a| exl| communication skills| Ba| Blended Process| bba| wipro| tcs| bbm| customer support| bcom| cse| accenture| Fresher| wns,Associate/Senior Associate -(NonTechnical),320
 project support| Banking| Maya| E-commerce| big data,Customer Support Engineer/Technician,321
 Networking| It Asset| Antivirus| Hardware Troubleshooting,System Administrator,322
 Procurement| Business process| IT services| Automation| data services| Master data management| Consulting| Vendor| Troubleshooting| Business Executive,Purchase/Vendor Development Manager,323
 Recruitment| Outbound| Technical support| English| Comp| Email| Troubleshooting| Domestic BPO| International BPO| Inbound calls,Associate/Senior Associate -(NonTechnical),324
 Photoshop| Illustrator| Fine arts| Software design| User interface designing| game development| creative content| Supervision| Relationship Executive| Business Executive,Graphic/Web Designer,325
 marketing| project management| PR| project planning,Associate/Senior Associate -(NonTechnical),326
 Leadership training| Software development life cycle| Management,Project Manager-IT/Software,327
 apache camel| Administration| Technical Support| redhat| Activemq,Subject Matter Expert,328
 customer profiling| market research| sales executive| marketing executive| distributors| sales strategy| Business Development,Branch Manager/Regional Manager,329
 customer segmentation| Brand management| Strategic partnerships| Brand marketing| Consumer insights| Performance appraisal| Operations| Promotional strategies| Marketing strategy| Recruitment,Product/Brand Manager,330
 Negotiation| Marine Operation| Oracle Fusion| Manufacturing| Inventory,Functional Outside Consultant,331
 Fire Safety| fire| Senior Management,Safety Officer/Manager,332
 Unix| data science| SQL| Linux| SAS| HTML| Perl| SDLC| Android| Python,Software Developer,333
 dot matrix| printer| printer support| Laserjet| Hardware,Customer Support Engineer/Technician,335
 Outbound| Technical Support Associate| Email| Technical| US shift| Medical| Antivirus| Troubleshooting| Technical support| Comp,Associate/Senior Associate -(NonTechnical),336
 Reporting| Data Analysis| Business Analytics| Data Analytics| kpo,Data Analyst,337
 HTML| XML| Ajax| rest| Prototype| technical| developing| JSON| application architecture| SDLC| javascript| jQuery| Web services| java| application| web| design| Web designing| architecture| applications,Software Developer,338
 us it recruiter| us it recruitment| us it staffing| us staffing| us technical recruiter| us recruitment,Recruitment Executive,339
 service engineering| maintenance| breakdown| shutdown| amc| installation| repair| troubleshooting| field service engineer| Preventive Maintenance| breakdown maintenance| Field Engineer| Electrical Engineer,Service/Maintenance Engineer,340
enterprise sales| relationship building| new business| sales strategy| B2B Sales| marketing management| cross selling| product marketing| consultative sales| b2b marketing| service sales| Corporate Sales| Key Accounts Manager,Sales/Business Development Manager,341
 accounts executive| Accounting| accounts| finance,Accounts Executive/Accountant,342
 Monthly Reports| Maintenance| Technician Activities| Water Quality,Maintenance Engineer,344
 Talent Acquisition| Recruitment| HR| Campus Hiring| recruitment| recruiting,Head/VP/GM-Recruitment,346
 project sales| Architects| Sales Operations| Sales Management| distributor| interior designers| Area Management| contractors| Area| Developers| consultants| dealer| territory management| Sales Manager,Sales/Business Development Manager,347
 Retail| marketing executive| distributors| customer profiling| sales strategy| SME| market research| Business Development| Operations| sales executive,Head/VP/GM-Operations,348
 Manager Sales| Sales Manager| assistant sales manager| MICE| Travel Agent| Senior Sales Executive| senior sales officer| Corporate Sales| Hotel Sales| Room Sales| Sales Executive,Sales Executive/Officer,349
 data analysis| vba| macros| advanced excel| oracle sql| google analytics| business analysis| python| data mining| business analyst,Business Analyst,350
 C#| CSS| XML| Asp Net| Javascript| Web Application| MS SQL Server| .Net| MVC| ASP.Net MVC| JQuery| Ajax,Software Developer,351
 land acquisition,Head/VP/GM-Regulatory Affairs,352
Java| Tomcat| Eclipse| OOPS| HTML| UNIX| SQL| DB2| Weblogic| XML| Flex| Oracle| PL,Business Analyst,353
 cnc| cnc operator| cnc maintenance| cnc programming,Factory Head,354
 Medical Representative| Senior Executive,Architect,355
 Inside Sales| Lead Generation| Cold Calling| New Business| Customer Service| Proposal Writing| Follow Ups| Sales Executive Activities| Communication Skills| Convincing Power,Sales Executive/Officer,356
 Performance management| Analytical| Design development| Conceptualization| HR| Continuous improvement| Sales support| Recruitment| Testing,Head/VP/GM-HR,357
 Service delivery| Bfsi| enterprise mobility| Market intelligence| Tools| Application development| Sales process| microsoft| Middleware| Business Executive,Sales/Business Development Manager,358
 laundry,Housekeeping Executive/Assistant.,359
 TDS| Financial statements| Invoice processing| business opportunity| Interpersonal skills| Tally ERP| Accounting| Analytical| Accounts receivable| Recruitment,Accounts Executive/Accountant,360
 T-SQL| Web technologies| data manipulation| MIS| XML| Data structures| System Analyst| JSON| Scripting,System Analyst,361
 gsm| ethernet| development| optimization| product development| troubleshooting| gps| lcd| embedded| spi,Team Lead/Technical Lead,362
 Fortigate| Networking| Routing| Hyper - V| Dlp| Sophos| Windows| Virtualization| Switching| Firewall,Technical Support Engineer,363
 Java| Spring Boot| Web Services| Microservices,Software Developer,364
 SQL| Android| jQuery| UML| Coding| Graphics| JSON| Test cases| System testing| SQLite,Software Developer,365
 HVAC| Architecture| Project management| CAD| thermal| Conceptualization| Instrumentation| Autodesk| Food processing| Project delivery,Technical Lead/Project Lead,366
 electronic trading| structured finance| dcf| equity research| bloomberg| investment banking| business analysis| bonds| valuation| advanced excel| hedge fund| financial modelling| structured products| fixed income,Business Analyst,367
Product management|Analytical skills|software architecture|Prototype|Business analysis|Manager Technology|Outsourcing|Resource management|Operations|Solution architecting,Technical Architect,368
 Sales Head| Hospitality| Office automation| Residential sales| Sales strategy| Bfsi| management| Real estate sales| Flex| Executive search,Head/VP/GM/National Manager -Sales,369
 biotechnology| microbiology| nursing| biomedical| medical coding| medical coder| pharmacy| life sciences,Intern,370
 Com| Application support| Email| SAP IS-Utilities| level| Billing| change| Service| CRM| Entry level,Outside Technical Consultant,371
ERP| RF| Action plan| Relationship| Software sales| Business planning| B2B Sales| RFQ| RFP| CRM,Sales/Business Development Manager,372
 Equity| Currency| Mutual Funds| Commodities| Stock Broking| New Client Acquisition| Business Generation| Channel Distribution| Team Management| team handling| sales,Head/VP/GM/National Manager -Sales,373
